Item_ID,Item_Name,Item_Description,Price,Weight (g),Category
402,Yogurt,Sugar-free yogurt hand-picked.,2.63,2715,Dairy
403,Croissant,Imported croissant packed with nutrients.,4.59,2984,Bakery
404,Beans,Gluten-free beans with natural ingredients.,10.02,261,Pantry
405,Pineapple,Locally sourced pineapple from local farms.,2.08,1769,Fruits
406,Yogurt,Fresh yogurt packed with nutrients.,13.65,107,Dairy
407,Ham,Fresh ham packed with nutrients.,19.8,1864,Meat
408,Mineral Water,Locally sourced mineral water with natural ingredients.,8.55,1738,Beverages
409,Frozen Corn,Fresh frozen corn hand-picked.,9.59,2444,Frozen
410,Rice Cakes,Locally sourced rice cakes hand-picked.,11.03,1831,Snacks
411,Turkey,Gluten-free turkey with natural ingredients.,19.2,2432,Meat
412,Greek Yogurt,Low-fat greek yogurt from local farms.,18.96,440,Dairy
413,Butter,Sugar-free butter hand-picked.,14.83,1955,Dairy
414,Energy Drink,Organic energy drink no added sugar.,14.24,2960,Beverages
415,Tuna,Delicious tuna no added sugar.,3.13,2804,Seafood
416,Sugar,Organic sugar from local farms.,9.08,1944,Pantry
417,Chips,Premium chips hand-picked.,9.32,570,Snacks
418,Olive Oil,Imported olive oil no added sugar.,3.94,327,Pantry
419,Pineapple,Gluten-free pineapple from local farms.,10.62,2026,Fruits
420,Sardines,Imported sardines packed with nutrients.,19.98,1912,Seafood
421,Pineapple,Premium pineapple hand-picked.,3.28,2449,Fruits
422,Frozen Nuggets,Delicious frozen nuggets from local farms.,16.69,2996,Frozen
423,Onion,Premium onion with natural ingredients.,15.24,382,Vegetables
424,Mango,Delicious mango from local farms.,5.76,1125,Fruits
425,Nuts,Delicious nuts packed with nutrients.,9.82,1169,Snacks
426,Shrimp,Imported shrimp no added sugar.,3.91,2921,Seafood
427,Mussels,Delicious mussels no added sugar.,14.83,1193,Seafood
428,Greek Yogurt,Imported greek yogurt from local farms.,17.59,657,Dairy
429,Coffee,Low-fat coffee from local farms.,15.96,771,Beverages
430,Crab,Gluten-free crab packed with nutrients.,6.23,2359,Seafood
431,Frozen Corn,Premium frozen corn packed with nutrients.,7.11,986,Frozen
432,Pretzels,Low-fat pretzels hand-picked.,16.33,700,Snacks
433,Sardines,Low-fat sardines with natural ingredients.,16.82,1723,Seafood
434,Trail Mix,Sugar-free trail mix no added sugar.,10.42,1929,Snacks
435,Yogurt,Organic yogurt hand-picked.,7.77,1202,Dairy
436,Banana,Fresh banana packed with nutrients.,2.79,980,Fruits
437,Salmon,Low-fat salmon from local farms.,5.24,1962,Seafood
438,Muffin,Sugar-free muffin no added sugar.,15.27,2286,Bakery
439,Milk,Imported milk hand-picked.,10.56,768,Dairy
440,Frozen Pizza,Low-fat frozen pizza from local farms.,5.09,1538,Frozen
441,Pepper,Organic pepper hand-picked.,7.48,2308,Vegetables
442,Yogurt,Low-fat yogurt hand-picked.,17.62,2511,Dairy
443,Lactose-Free Milk,Delicious lactose-free milk from local farms.,18.02,643,Dairy
444,Frozen Fries,Locally sourced frozen fries from local farms.,10.04,2437,Frozen
445,Pork Chops,Delicious pork chops hand-picked.,15.73,1931,Meat
446,Baguette,Gluten-free baguette hand-picked.,5.46,2026,Bakery
447,Cake,Fresh cake hand-picked.,13.56,2511,Bakery
448,Apple,Premium apple hand-picked.,1.7,368,Fruits
449,Pineapple,Low-fat pineapple packed with nutrients.,12.21,1914,Fruits
450,Crackers,Sugar-free crackers hand-picked.,3.57,1358,Snacks
451,Tomato,Gluten-free tomato from local farms.,11.42,1495,Vegetables
452,Pretzels,Organic pretzels hand-picked.,9.93,2242,Snacks
453,Pie,Locally sourced pie with natural ingredients.,9.12,192,Bakery
454,Garlic,Fresh garlic with natural ingredients.,16.22,1443,Vegetables
455,Soda,Fresh soda no added sugar.,7.82,130,Beverages
456,Frozen Corn,Delicious frozen corn no added sugar.,3.8,1640,Frozen
457,Broccoli,Imported broccoli hand-picked.,9.99,2790,Vegetables
458,Cake,Fresh cake with natural ingredients.,5.68,1543,Bakery
459,Frozen Peas,Fresh frozen peas no added sugar.,16.84,1415,Frozen
460,Octopus,Fresh octopus no added sugar.,8.81,2260,Seafood
461,Tuna,Imported tuna no added sugar.,12.08,1248,Seafood
462,Vinegar,Organic vinegar packed with nutrients.,3.73,122,Pantry
463,Granola Bar,Premium granola bar packed with nutrients.,16.63,1232,Snacks
464,Nuts,Delicious nuts packed with nutrients.,13.83,2236,Snacks
465,Pie,Sugar-free pie from local farms.,3.92,501,Bakery
466,Spices,Fresh spices no added sugar.,6.99,2440,Pantry
467,Lobster,Delicious lobster hand-picked.,14.46,2159,Seafood
468,Pasta,Gluten-free pasta hand-picked.,15.97,270,Pantry
469,Frozen Nuggets,Organic frozen nuggets with natural ingredients.,18.19,2387,Frozen
470,Salmon,Low-fat salmon packed with nutrients.,11.91,2605,Seafood
471,Olive Oil,Imported olive oil hand-picked.,16.52,517,Pantry
472,Crackers,Delicious crackers hand-picked.,18.31,1031,Snacks
473,Watermelon,Fresh watermelon packed with nutrients.,16.31,2684,Fruits
474,Frozen Pizza,Premium frozen pizza with natural ingredients.,12.11,461,Frozen
475,Milk,Delicious milk with natural ingredients.,2.15,1772,Dairy
476,Sugar,Locally sourced sugar hand-picked.,11.24,504,Pantry
477,Grapes,Gluten-free grapes packed with nutrients.,14.38,325,Fruits
478,Carrot,Premium carrot packed with nutrients.,7.56,2718,Vegetables
479,Granola Bar,Fresh granola bar from local farms.,1.58,771,Snacks
480,Tomato,Delicious tomato from local farms.,18.63,292,Vegetables
481,Beef Steak,Locally sourced beef steak from local farms.,16.32,2750,Meat
482,Broccoli,Low-fat broccoli packed with nutrients.,10.31,1347,Vegetables
483,Coffee,Premium coffee from local farms.,14.15,256,Beverages
484,Chicken Breast,Sugar-free chicken breast hand-picked.,1.3,1560,Meat
485,Turkey,Fresh turkey no added sugar.,17.49,2223,Meat
486,Trail Mix,Gluten-free trail mix from local farms.,7.44,2895,Snacks
487,Butter,Low-fat butter hand-picked.,7.53,748,Dairy
488,Cheese,Gluten-free cheese with natural ingredients.,13.87,1778,Dairy
489,Lamb Chops,Gluten-free lamb chops with natural ingredients.,12.13,1776,Meat
490,Onion,Organic onion no added sugar.,2.4,1072,Vegetables
491,Rice,Organic rice from local farms.,2.33,1101,Pantry
492,Lobster,Delicious lobster packed with nutrients.,2.29,1744,Seafood
493,Rice Cakes,Fresh rice cakes packed with nutrients.,0.7,740,Snacks
494,Trail Mix,Premium trail mix with natural ingredients.,1.23,2584,Snacks
495,Sausage,Gluten-free sausage with natural ingredients.,3.78,2538,Meat
496,Garlic,Premium garlic from local farms.,11.77,2599,Vegetables
497,Frozen Berries,Delicious frozen berries from local farms.,2.12,2622,Frozen
498,Frozen Pizza,Low-fat frozen pizza with natural ingredients.,3.22,2043,Frozen
499,Banana,Gluten-free banana no added sugar.,13.46,1920,Fruits
500,Energy Drink,Fresh energy drink no added sugar.,9.77,1579,Beverages
